xid,name,city,wiki_link,wikipedia_extracts,rating,google_id,opening_hours,wikidata
N3013204189,Uomo di pietra,Milano,https://en.wikipedia.org/wiki/Scior%20Carera,"{'title': 'en:Scior Carera', 'text': 'Scior Carera (IPA: [??u?r ka?re?ra]; Milanese for \'""Mister Carera""\') and Omm de preja (IPA: [??m de ?pr?ja]; ""stone man"") are traditional, popular names used to refer to an ancient Roman sculpture located in Milan, Italy, at No. 13 of Corso Vittorio Emanuele (next to the Duomo). Before being located where it is now (on the facade of a modern building) in the mid 20th century, the sculpture has been in different places around the city, most notably in Via San Pietro dall\'Orto.', 'html': '<p><b>Scior Carera</b> (<small>IPA:&nbsp;</small><span title=""Representation in the International Phonetic Alphabet (IPA)"">[??u?r ka?re?ra]</span>; Milanese for \'""Mister Carera""\') and <b>Omm de preja</b> (<small>IPA:&nbsp;</small><span title=""Representation in the International Phonetic Alphabet (IPA)"">[??m de ?pr?ja]</span>; ""stone man"") are traditional, popular names used to refer to an ancient Roman sculpture located in Milan, Italy, at No. 13 of Corso Vittorio Emanuele (next to the Duomo). Before being located where it is now (on the facade of a modern building) in the mid 20th century, the sculpture has been in different places around the city, most notably in Via San Pietro dall\'Orto.</p>'}",4.5,ChIJa_widhP30hIRO2vEvd_TeQY,"['Monday: Closed', 'Tuesday: 8:30\u202fAM\u2009�C\u200912:00\u202fPM, 2:30\u2009�C\u20097:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009�C\u200912:00\u202fPM, 2:30\u2009�C\u20097:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009�C\u200912:00\u202fPM, 2:30\u2009�C\u20097:00\u202fPM', 'Friday: 8:30\u202fAM\u2009�C\u200912:00\u202fPM, 2:30\u2009�C\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009�C\u20097:00\u202fPM', 'Sunday: Closed']",Q1094212
W658567961,John Paul Jones Memorial,Washington,https://en.wikipedia.org/wiki/John%20Paul%20Jones%20Memorial,"{'title': 'en:John Paul Jones Memorial', 'text': 'The John Paul Jones Memorial is a monument in West Potomac Park in Washington, D.C. The memorial honors John Paul Jones, the United States\' first naval war hero, father of the United States Navy, the only naval officer to receive a Congressional Gold Medal during the American Revolutionary War, and whose famous quote ""I have not yet begun to fight!"" was uttered during the Battle of Flamborough Head.', 'html': '<p>The <i><b>John Paul Jones Memorial</b></i> is a monument in West Potomac Park in Washington, D.C. The memorial honors John Paul Jones, the United States\' first naval war hero, father of the United States Navy, the only naval officer to receive a Congressional Gold Medal during the American Revolutionary War, and whose famous quote ""I have not yet begun to fight!"" was uttered during the Battle of Flamborough Head.</p>'}",4.7,ChIJ2WF_Lqe3t4kRUqJtY8VUgis,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q6252237
W658567961,John Paul Jones Memorial,Washington,https://en.wikipedia.org/wiki/John%20Paul%20Jones%20Memorial,"{'title': 'en:John Paul Jones Memorial', 'text': 'The John Paul Jones Memorial is a monument in West Potomac Park in Washington, D.C. The memorial honors John Paul Jones, the United States\' first naval war hero, father of the United States Navy, the only naval officer to receive a Congressional Gold Medal during the American Revolutionary War, and whose famous quote ""I have not yet begun to fight!"" was uttered during the Battle of Flamborough Head.', 'html': '<p>The <i><b>John Paul Jones Memorial</b></i> is a monument in West Potomac Park in Washington, D.C. The memorial honors John Paul Jones, the United States\' first naval war hero, father of the United States Navy, the only naval officer to receive a Congressional Gold Medal during the American Revolutionary War, and whose famous quote ""I have not yet begun to fight!"" was uttered during the Battle of Flamborough Head.</p>'}",4.7,ChIJ2WF_Lqe3t4kRUqJtY8VUgis,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q6252237
N2466426304,David Livingstone Memorial,Edinburgh,https://en.wikipedia.org/wiki/Statue%20of%20David%20Livingstone%2C%20Edinburgh,"{'title': 'en:Statue of David Livingstone, Edinburgh', 'text': ""The statue of David Livingstone in East Princes Street Gardens, Edinburgh, is a 1876 work by Amelia Robertson Hill.The bronze sculpture depicts David Livingstone wearing a cloak and haversack. He is holding a Bible and has a pistol and compass at his waist. The lion skin represents the time when he survived being attacked by a lion. The statue is next to the Scott Monument.The statue was sculpted by Amelia Robertson Hill between 1875�C1876 following Livingstone's death in 1873. It was unveiled on 15 August 1876. On 14 December 1970, the sculpture became a listed building and on 19 December 2002 the sculpture's listed status changed from B to A.List of public art in Edinburgh 1876 in art"", 'html': ""<p>The <b>statue of David Livingstone</b> in East Princes Street Gardens, Edinburgh, is a 1876 work by Amelia Robertson Hill.</p><p>The bronze sculpture depicts David Livingstone wearing a cloak and haversack. He is holding a Bible and has a pistol and compass at his waist. The lion skin represents the time when he survived being attacked by a lion. The statue is next to the Scott Monument.</p><p>The statue was sculpted by Amelia Robertson Hill between 1875�C1876 following Livingstone's death in 1873. It was unveiled on 15 August 1876. On 14 December 1970, the sculpture became a listed building and on 19 December 2002 the sculpture's listed status changed from B to A.</p><ul><li>List of public art in Edinburgh</li> \n<li>1876 in art</li></ul>""}",4.2,ChIJI1H-Mj56T4YR81HHILUD6NE,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009�C\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009�C\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009�C\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009�C\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009�C\u20096:00\u202fPM', 'Sunday: Closed']",Q17570753
W314600289,Scottish American War Memorial,Edinburgh,https://en.wikipedia.org/wiki/Scottish%20American%20Memorial,"{'title': 'en:Scottish American Memorial', 'text': 'The Scottish American Memorial, or Scots American War Memorial, is in West Princes Street Gardens in Edinburgh. It was called ""The Call 1914"", and it was erected in 1927 and shows a kilted infantryman looking towards Castle Rock. Behind the main statue is a frieze showing queues of men answering the call by following a kilted pipe band. The memorial was given by Scottish-Americans to honour Scots who had served in the first World War.It is designated a Category B listed building by Historic Scotland.', 'html': '<p>The <b>Scottish American Memorial</b>, or <b>Scots American War Memorial</b>, is in West Princes Street Gardens in Edinburgh. It was called ""The Call 1914"", and it was erected in 1927 and shows a kilted infantryman looking towards Castle Rock. Behind the main statue is a frieze showing queues of men answering the call by following a kilted pipe band. The memorial was given by Scottish-Americans to honour Scots who had served in the first World War.</p><p>It is designated a Category B listed building by Historic Scotland.</p>'}",4.6,ChIJZ7S-tTfHh0gRjlm6an_FIcc,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q7435775
W314597265,Melville's Monument,Edinburgh,https://en.wikipedia.org/wiki/Melville%20Monument,"{'title': 'en:Melville Monument', 'text': 'The Melville Monument is a large column in St Andrew Square, Edinburgh, Scotland, constructed between 1821 and 1827 as a memorial to Henry Dundas, 1st Viscount Melville.', 'html': '<p>The <b>Melville Monument</b> is a large column in St Andrew Square, Edinburgh, Scotland, constructed between 1821 and 1827 as a memorial to Henry Dundas, 1st Viscount Melville.</p>'}",4.2,ChIJfUHo3JHHh0gRvlfWZwF9v44,"['Monday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009�C\u20098:00\u202fPM']",Q17570686
N1867328561,Old Town,Edinburgh,https://en.wikipedia.org/wiki/Old%20Town%2C%20Edinburgh,"{'title': 'en:Old Town, Edinburgh', 'text': 'The Old Town (Scots: Auld Toun) is the name popularly given to the oldest part of Scotland\'s capital city of Edinburgh. The area has preserved much of its medieval street plan and many Reformation-era buildings. Together with the 18th/19th-century New Town, it forms part of a protected UNESCO World Heritage Site.The ""Royal Mile"" is a name coined in the early 20th century for the main street of the Old Town which runs on a downwards slope from Edinburgh Castle to Holyrood Palace and the ruined Holyrood Abbey. Narrow closes (alleyways), often no more than a few feet wide, lead steeply downhill to both north and south of the main spine which runs west to east.', 'html': '<p>The <b>Old Town</b> (Scots: <i lang=""sco"">Auld Toun</i>) is the name popularly given to the oldest part of Scotland\'s capital city of Edinburgh. The area has preserved much of its medieval street plan and many Reformation-era buildings. Together with the 18th/19th-century New Town, it forms part of a protected UNESCO World Heritage Site.</p><p>The ""Royal Mile"" is a name coined in the early 20th century for the main street of the Old Town which runs on a downwards slope from Edinburgh Castle to Holyrood Palace and the ruined Holyrood Abbey. Narrow <i>closes</i> (alleyways), often no more than a few feet wide, lead steeply downhill to both north and south of the main spine which runs west to east.</p>'}",4.5,ChIJMcQkaILjuocRMo8SstrKFhA,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q591133
N5002102711,Scottish National War Memorial,Edinburgh,https://en.wikipedia.org/wiki/Scottish%20National%20War%20Memorial,"{'title': 'en:Scottish National War Memorial', 'text': 'The Scottish National War Memorial is located in Edinburgh Castle and commemorates Scottish service personnel and civilians, and those serving with Scottish regiments, who died in the two world wars and subsequent conflicts. Its chief architect was Robert Lorimer, commissioned in 1919, and the monument was formally opened in 1927. It is housed in a redeveloped barrack block in Crown Square, at the heart of the castle, and incorporates numerous monuments.', 'html': '<p>The <b>Scottish National War Memorial</b> is located in Edinburgh Castle and commemorates Scottish service personnel and civilians, and those serving with Scottish regiments, who died in the two world wars and subsequent conflicts. Its chief architect was Robert Lorimer, commissioned in 1919, and the monument was formally opened in 1927. It is housed in a redeveloped barrack block in Crown Square, at the heart of the castle, and incorporates numerous monuments.</p>'}",4.5,ChIJ-_MlXprHh0gRub2eHG8O66s,"['Monday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM']",Q7437874
W4301292,Edinburgh Castle,Edinburgh,https://en.wikipedia.org/wiki/Edinburgh%20Castle,"{'title': 'en:Edinburgh Castle', 'text': ""Edinburgh Castle is a historic castle in Edinburgh, Scotland. It stands on Castle Rock, which has been occupied by humans since at least the Iron Age, although the nature of the early settlement is unclear. There has been a royal castle on the rock since at least the reign of David I in the 12th century, and the site continued at times to be a royal residence until 1633. From the 15th century, the castle's residential role declined, and by the 17th century it was principally used as military barracks with a large garrison. Its importance as a part of Scotland's national heritage was recognised increasingly from the early 19th century onwards, and various restoration programmes have been carried out over the past century and a half."", 'html': ""<p><b>Edinburgh Castle</b> is a historic castle in Edinburgh, Scotland. It stands on Castle Rock, which has been occupied by humans since at least the Iron Age, although the nature of the early settlement is unclear. There has been a royal castle on the rock since at least the reign of David I in the 12th century, and the site continued at times to be a royal residence until 1633. From the 15th century, the castle's residential role declined, and by the 17th century it was principally used as military barracks with a large garrison. Its importance as a part of Scotland's national heritage was recognised increasingly from the early 19th century onwards, and various restoration programmes have been carried out over the past century and a half.</p>""}",4.6,ChIJ98CZIJrHh0gRWApM5esemkY,"['Monday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM']",Q212065
W511343921,Scottish National War Memorial,Edinburgh,https://en.wikipedia.org/wiki/Scottish%20National%20War%20Memorial,"{'title': 'en:Scottish National War Memorial', 'text': 'The Scottish National War Memorial is located in Edinburgh Castle and commemorates Scottish service personnel and civilians, and those serving with Scottish regiments, who died in the two world wars and subsequent conflicts. Its chief architect was Robert Lorimer, commissioned in 1919, and the monument was formally opened in 1927. It is housed in a redeveloped barrack block in Crown Square, at the heart of the castle, and incorporates numerous monuments.', 'html': '<p>The <b>Scottish National War Memorial</b> is located in Edinburgh Castle and commemorates Scottish service personnel and civilians, and those serving with Scottish regiments, who died in the two world wars and subsequent conflicts. Its chief architect was Robert Lorimer, commissioned in 1919, and the monument was formally opened in 1927. It is housed in a redeveloped barrack block in Crown Square, at the heart of the castle, and incorporates numerous monuments.</p>'}",4.5,ChIJ-_MlXprHh0gRub2eHG8O66s,"['Monday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Friday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009�C\u20095:00\u202fPM']",Q7437874
W62066717,Ross Fountain,Edinburgh,https://en.wikipedia.org/wiki/Ross%20Fountain,"{'title': 'en:Ross Fountain', 'text': 'Ross Fountain is a cast-iron structure located in West Princes Street Gardens, Edinburgh. It was installed in 1872 and restored in 2018.The Ross Fountain was produced at the iron foundry of Antoine Durenne in Sommevoire, France. It was an exhibit at the Great Exhibition of 1862.It was purchased by gunmaker Daniel Ross in 1862 for ��2,000 and subsequently gifted to the city of Edinburgh. It was transported to Leith in 1869 in 122 pieces. It was installed in its current position in 1872. It had some extensive restoration work completed in 2001.', 'html': '<p><b>Ross Fountain</b> is a cast-iron structure located in West Princes Street Gardens, Edinburgh. It was installed in 1872 and restored in 2018.</p><p>The Ross Fountain was produced at the iron foundry of Antoine Durenne in Sommevoire, France. It was an exhibit at the Great Exhibition of 1862.</p><p>It was purchased by gunmaker Daniel Ross in 1862 for ��2,000 and subsequently gifted to the city of Edinburgh. It was transported to Leith in 1869 in 122 pieces. It was installed in its current position in 1872. It had some extensive restoration work completed in 2001.</p>'}",4,ChIJC7ecQ7fnQIYR7G1IUeFCmXo,"['Monday: 10:00\u202fAM\u2009�C\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009�C\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009�C\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009�C\u200910:00\u202fPM', 'Friday: 9:30\u202fAM\u2009�C\u200911:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009�C\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009�C\u200910:00\u202fPM']",Q7369346
N2020583845,Porta Asinaria,Rome,https://en.wikipedia.org/wiki/Porta%20Asinaria,"{'title': 'en:Porta Asinaria', 'text': 'The Porta Asinaria is a gate in the Aurelian Walls of Rome. Dominated by two protruding tower blocks and associated guard rooms, it was built between 270 and 273, at the same time as the Wall itself. It is through this gate that East Roman troops under General Belisarius entered the city in 536, reclaiming the city for the Byzantine Empire from the Ostrogoths.By the 16th century it had become overwhelmed by traffic. A new breach in the walls was made nearby to create the Porta San Giovanni. At this point, the Porta Asinaria was closed to traffic.Mauro Quercioli, Le mura e le porte di Roma. Newton Compton Ed., Rome, 1982 Laura G. Cozzi, Le porte di Roma. F.Spinosi Ed., Rome, 1968', 'html': '<p>The <b>Porta Asinaria</b> is a gate in the Aurelian Walls of Rome. Dominated by two protruding tower blocks and associated guard rooms, it was built between 270 and 273, at the same time as the Wall itself. It is through this gate that East Roman troops under General Belisarius entered the city in 536, reclaiming the city for the Byzantine Empire from the Ostrogoths.<br></p><p>By the 16th century it had become overwhelmed by traffic. A new breach in the walls was made nearby to create the Porta San Giovanni. At this point, the Porta Asinaria was closed to traffic.</p><ul><li>Mauro Quercioli, <i>Le mura e le porte di Roma</i>. Newton Compton Ed., Rome, 1982</li> \n<li>Laura G. Cozzi, <i>Le porte di Roma</i>. F.Spinosi Ed., Rome, 1968</li></ul>'}",4.5,ChIJwzeVK5VhLxMR4MCQdIAhgpc,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q2104854
N2020583845,Porta Asinaria,Rome,https://en.wikipedia.org/wiki/Porta%20Asinaria,"{'title': 'en:Porta Asinaria', 'text': 'The Porta Asinaria is a gate in the Aurelian Walls of Rome. Dominated by two protruding tower blocks and associated guard rooms, it was built between 270 and 273, at the same time as the Wall itself. It is through this gate that East Roman troops under General Belisarius entered the city in 536, reclaiming the city for the Byzantine Empire from the Ostrogoths.By the 16th century it had become overwhelmed by traffic. A new breach in the walls was made nearby to create the Porta San Giovanni. At this point, the Porta Asinaria was closed to traffic.Mauro Quercioli, Le mura e le porte di Roma. Newton Compton Ed., Rome, 1982 Laura G. Cozzi, Le porte di Roma. F.Spinosi Ed., Rome, 1968', 'html': '<p>The <b>Porta Asinaria</b> is a gate in the Aurelian Walls of Rome. Dominated by two protruding tower blocks and associated guard rooms, it was built between 270 and 273, at the same time as the Wall itself. It is through this gate that East Roman troops under General Belisarius entered the city in 536, reclaiming the city for the Byzantine Empire from the Ostrogoths.<br></p><p>By the 16th century it had become overwhelmed by traffic. A new breach in the walls was made nearby to create the Porta San Giovanni. At this point, the Porta Asinaria was closed to traffic.</p><ul><li>Mauro Quercioli, <i>Le mura e le porte di Roma</i>. Newton Compton Ed., Rome, 1982</li> \n<li>Laura G. Cozzi, <i>Le porte di Roma</i>. F.Spinosi Ed., Rome, 1968</li></ul>'}",4.5,ChIJwzeVK5VhLxMR4MCQdIAhgpc,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q2104854
W52564405,Fountain of the Peoples' Friendship,Berlin,https://de.wikipedia.org/wiki/Brunnen%20der%20V%C3%B6lkerfreundschaft%20%28Berlin%29,"{'title': 'de:Brunnen der V?lkerfreundschaft (Berlin)', 'text': 'Der Brunnen der V?lkerfreundschaft ist ein Springbrunnen auf dem Alexanderplatz im Berliner Ortsteil Mitte. Den Brunnen entwarf Walter Womacka 1969/1970 im Rahmen der Neugestaltung des Alexanderplatzes, hergestellt wurde er unter Leitung des Metallgestalters und Kunstschmiedes Hans-Joachim Kunsch in dessen Firma. Am 7. Oktober 1970, dem 21. Gr??ndungstag der DDR, wurde die Anlage feierlich eingeweiht.', 'html': '<p>Der <b>Brunnen der V?lkerfreundschaft</b> ist ein Springbrunnen auf dem Alexanderplatz im Berliner Ortsteil Mitte. Den Brunnen entwarf Walter Womacka 1969/1970 im Rahmen der Neugestaltung des Alexanderplatzes, hergestellt wurde er unter Leitung des Metallgestalters und Kunstschmiedes Hans-Joachim Kunsch in dessen Firma. Am 7.&nbsp;Oktober 1970, dem 21.&nbsp;Gr??ndungstag der DDR, wurde die Anlage feierlich eingeweiht.</p>'}",4,ChIJ6-08FB9OqEcRzK7bTc1oJz0,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q992755
W23813204,Neptunbrunnen,Berlin,https://en.wikipedia.org/wiki/Neptunbrunnen,"{'title': 'en:Neptunbrunnen', 'text': 'The Neptune Fountain in Berlin was built in 1891 and was designed by Reinhold Begas. The Roman god Neptune is in the center. The four women around him represent the four main rivers of Prussia at the time the fountain was constructed: the Elbe (with the allegorical figure holding fruits and ears of corn), Rhine (fishnet and grapes), Vistula (wooden blocks, symbols of forestry), and Oder (goats and animal skins). The Vistula is now entirely in Poland, while the Oder forms the border between Germany and Poland.', 'html': '<p>The <b>Neptune Fountain</b> in Berlin was built in 1891 and was designed by Reinhold Begas. The Roman god Neptune is in the center. The four women around him represent the four main rivers of Prussia at the time the fountain was constructed: the Elbe (with the allegorical figure holding fruits and ears of corn), Rhine (fishnet and grapes), Vistula (wooden blocks, symbols of forestry), and Oder (goats and animal skins). The Vistula is now entirely in Poland, while the Oder forms the border between Germany and Poland.</p>'}",4.5,ChIJS4MKBSBOqEcRbdbHqlJpT4s,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q650657
N5633810233,Moses Mendelssohn,Berlin,https://de.wikipedia.org/wiki/J%C3%BCdisches%20Gymnasium%20Moses%20Mendelssohn,"{'title': 'de:J??disches Gymnasium Moses Mendelssohn', 'text': 'Das J??dische Gymnasium Moses Mendelssohn (umgangssprachlich auch als JGMM bezeichnet), vormals Knabenschule der j??dischen Gemeinde, sp?ter Mittelschule der J??dischen Gemeinde, ist heute eine staatlich anerkannte Privatschule der J??dischen Gemeinde zu Berlin. Als konfessionsgebundene Schule nimmt sie sowohl j??dische als auch nichtj??dische Sch??ler auf. Das Schulgeb?ude befindet sich in der Gro?en Hamburger Stra?e in Berlin-Mitte. Bis Sommer 2012 trug die Schule den Namen J??dische Oberschule (umgangssprachlich auch als JOS bezeichnet).', 'html': '<p>Das <b>J??dische Gymnasium Moses Mendelssohn</b> (umgangssprachlich auch als <i>JGMM</i> bezeichnet), vormals <i>Knabenschule der j??dischen Gemeinde</i>, sp?ter <i>Mittelschule der J??dischen Gemeinde</i>, ist heute eine staatlich anerkannte Privatschule der J??dischen Gemeinde zu Berlin. Als konfessionsgebundene Schule nimmt sie sowohl j??dische als auch nichtj??dische Sch??ler auf. Das Schulgeb?ude befindet sich in der Gro?en Hamburger Stra?e in Berlin-Mitte. Bis Sommer 2012 trug die Schule den Namen <i>J??dische Oberschule</i> (umgangssprachlich auch als <i>JOS</i> bezeichnet).</p>'}",5,ChIJ0X7IH8X1qEcR7-4VuJNGWo8,"['Monday: 9:00\u202fAM\u2009?C\u20094:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009?C\u20094:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009?C\u20094:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009?C\u20094:00\u202fPM', 'Friday: 9:00\u202fAM\u2009?C\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",Q1278109
W312391532,Nikolaiviertel,Berlin,https://en.wikipedia.org/wiki/Nikolaiviertel,"{'title': 'en:Nikolaiviertel', 'text': 'Founded about 1200, the Nikolaiviertel (Nicholas\' Quarter) of Alt-Berlin, together with nearby C?lln, jointly make up the reconstructed historical heart of the German capital of Berlin. It is located in Mitte locality (in the homonymous district), five minutes away from Alexanderplatz.Situated on the eastern shore of the river Spree, it is bounded by the streets Rathausstra?e, Spandauer Stra?e and M??hlendamm. The neighborhood itself is named for the eponymous deconsecrated Nikolaikirche (""Saint Nicholas Church"") at its heart, i.e. Berlin\'s oldest church.', 'html': '<p>Founded about 1200, the <span><span><span></span><b>Nikolaiviertel</b></span>&nbsp;</span> (Nicholas\' Quarter) of Alt-Berlin, together with nearby C?lln, jointly make up the reconstructed historical heart of the German capital of Berlin. It is located in Mitte locality (in the homonymous district), five minutes away from Alexanderplatz.</p><p>Situated on the eastern shore of the river Spree, it is bounded by the streets <i>Rathausstra?e</i>, <i>Spandauer Stra?e</i> and <i>M??hlendamm</i>. The neighborhood itself is named for the eponymous deconsecrated Nikolaikirche (""Saint Nicholas Church"") at its heart, i.e. Berlin\'s oldest church.</p>'}",4.6,ChIJ-ZLUyQRPqEcRROL55NvWHJ8,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q703927
N376689138,Granitschale im Lustgarten,Berlin,https://de.wikipedia.org/wiki/Granitschale%20im%20Lustgarten,"{'title': 'de:Granitschale im Lustgarten', 'text': 'Die Gro?e Granitschale im Lustgarten vor dem Alten Museum im Berliner Lustgarten hat einen Durchmesser von 6,91 Metern und ein Gewicht von etwa 75 Tonnen. Sie wird als Biedermeierweltwunder bezeichnet und ist mit einem Umfang von 691?7 Fu? (ca. 21,7 Meter) die weltweit gr??te aus einem einzelnen Stein gefertigte Schale.', 'html': '<p>Die Gro?e <b>Granitschale im Lustgarten</b> vor dem Alten Museum im Berliner Lustgarten hat einen Durchmesser von 6,91&nbsp;Metern und ein Gewicht von etwa 75&nbsp;Tonnen. Sie wird als <i>Biedermeierweltwunder</i> bezeichnet und ist mit einem Umfang von 69<span><sup style=""font-size: 70%; vertical-align: 0.4em;"">1</sup>?<sub style=""font-size: 70%; vertical-align: 0em;"">7</sub></span> Fu? (ca.&nbsp;21,7&nbsp;Meter) die weltweit gr??te aus einem einzelnen Stein gefertigte Schale.</p>'}",4.6,ChIJ76Mt8kdRqEcR7DNGVVK79G0,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q1543108
N376689138,Granitschale im Lustgarten,Berlin,https://de.wikipedia.org/wiki/Granitschale%20im%20Lustgarten,"{'title': 'de:Granitschale im Lustgarten', 'text': 'Die Gro?e Granitschale im Lustgarten vor dem Alten Museum im Berliner Lustgarten hat einen Durchmesser von 6,91 Metern und ein Gewicht von etwa 75 Tonnen. Sie wird als Biedermeierweltwunder bezeichnet und ist mit einem Umfang von 691?7 Fu? (ca. 21,7 Meter) die weltweit gr??te aus einem einzelnen Stein gefertigte Schale.', 'html': '<p>Die Gro?e <b>Granitschale im Lustgarten</b> vor dem Alten Museum im Berliner Lustgarten hat einen Durchmesser von 6,91&nbsp;Metern und ein Gewicht von etwa 75&nbsp;Tonnen. Sie wird als <i>Biedermeierweltwunder</i> bezeichnet und ist mit einem Umfang von 69<span><sup style=""font-size: 70%; vertical-align: 0.4em;"">1</sup>?<sub style=""font-size: 70%; vertical-align: 0em;"">7</sub></span> Fu? (ca.&nbsp;21,7&nbsp;Meter) die weltweit gr??te aus einem einzelnen Stein gefertigte Schale.</p>'}",4.6,ChIJ76Mt8kdRqEcR7DNGVVK79G0,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q1543108
